USER_ID,AGE_T,REGION_T,SEX_T,RELATIONSHIP_T
546338,2,0,0,1
2444422,4,1,0,3
1212247,3,1,1,1
1868308,0,3,0,0
729434,3,0,1,2
2329649,0,1,1,2
2345495,1,1,0,1
1765026,3,2,1,3
751308,2,2,0,0
1468719,3,1,1,0
2367276,1,2,1,1
430637,0,0,1,3
2162936,1,0,0,1
1156863,2,3,1,2
515349,3,0,1,1
2077527,1,0,1,2
364863,4,0,0,0
1219132,3,3,1,0
726006,4,0,1,3
1835980,0,3,1,2
1857725,4,0,0,3
197605,4,0,1,0
13511,0,0,1,2
1534723,3,0,0,1
2382954,2,2,1,1
2577989,4,3,1,3
1849265,2,0,0,1
2319181,2,3,0,0
2091461,0,2,1,2
2460969,0,1,1,2
1799139,1,3,1,0
2508922,4,2,1,1
161768,2,0,0,3
422224,3,2,1,1
695,1,2,1,3
1608703,3,1,1,2
231349,0,3,0,1
339686,1,3,1,1
1346243,1,3,1,0
2169359,3,1,1,0
2401475,0,0,2,1
1562704,0,1,1,0
943873,1,0,1,1
419375,3,0,1,2
2521314,1,1,0,1
744814,1,3,1,2
1619081,4,0,0,0
2381457,4,0,0,0
796278,4,2,0,0
400169,3,0,1,0
1131009,2,0,0,0
559622,1,3,0,2
1692897,3,0,0,3
1405367,2,1,0,0
565671,1,2,0,1
995721,3,0,0,1
2621771,0,0,0,3
246390,2,1,0,2
65710,0,0,1,3
568247,0,0,1,3
345704,2,2,0,1
1465869,1,0,0,3
2064796,1,0,0,3
345580,1,0,1,2
785190,0,0,0,1
568013,2,0,1,3
262231,3,0,1,2
591936,4,1,0,2
1212783,0,1,1,3
1278671,3,2,0,0
319295,3,1,1,0
387907,4,1,0,0
1414182,2,2,1,2
2113207,1,2,0,3
2477751,1,0,0,2
1819758,3,1,0,2
136854,3,1,1,3
157631,4,0,1,0
133833,4,1,0,3
1869082,4,0,1,1
783994,2,0,1,1
1519499,2,1,0,2
780708,2,1,1,1
892769,3,0,0,0
1669091,0,1,1,1
552559,2,1,1,1
956492,3,1,0,2
195823,2,2,1,0
1236308,0,0,1,2
2564061,2,3,1,2
1964378,4,0,0,0
246911,4,0,0,3
1286332,4,1,1,2
1467426,2,0,1,1
1206293,1,2,1,0
1267391,1,0,0,3
2383871,2,1,0,1
326804,2,1,0,2
616375,0,2,1,2
1519636,4,0,1,2
1237173,2,0,0,1
1163016,1,2,1,0
2199602,0,0,0,2
1470619,3,3,0,1
789645,3,1,1,0
801615,1,0,0,1
2188378,4,1,0,2
1913923,3,1,0,3
1427409,3,0,0,1
320979,3,0,0,1
2356207,2,0,0,2
772048,1,2,1,3
1318879,2,2,0,3
1818008,2,1,1,0
1620533,3,1,0,3
515093,2,3,0,2
284651,1,0,1,1
740231,3,1,1,3
750136,0,1,0,2
4753,0,2,0,0
1723384,1,1,1,2
1071752,1,0,0,0
292813,3,0,0,3
1485728,1,3,1,0
1627609,2,1,0,2
1705148,4,1,1,2
767832,3,3,1,0
505362,2,0,0,2
2033139,2,1,1,1
2108959,0,0,0,3
698609,4,2,0,3
1386805,2,2,1,3
1504151,4,3,1,1
1988095,3,2,0,3
1772918,3,0,0,1
548695,3,0,0,3
1907863,2,0,1,0
826367,1,1,0,0
162179,3,0,0,0
41029,4,2,1,3
587614,3,1,1,0
2579901,4,2,1,1
118036,1,0,0,2
2187058,0,0,0,2
2632835,3,2,1,1
2490125,3,0,0,3
310383,3,0,0,1
126237,2,2,1,1
1274432,3,3,0,2
906595,1,0,1,0
917058,4,0,0,3
2265494,1,0,0,2
2083238,2,1,0,3
1428534,2,1,0,1
1428667,1,1,1,1
2086035,2,0,0,0
564996,1,1,1,3
2537719,0,1,0,2
2153235,1,3,1,3
550309,1,0,0,3
710981,2,2,2,1
929208,3,1,0,3
636609,4,1,1,3
1037849,2,1,0,1
1171194,3,0,0,2
592445,3,0,1,0
7116,3,3,1,0
849299,1,2,1,3
282970,2,1,0,3
2440639,0,0,1,3
34876,2,1,0,0
2315211,1,3,1,3
1656519,3,1,1,2
463846,4,1,0,0
2097120,4,0,0,1
2457950,2,0,0,2
892045,1,0,0,3
2457405,1,2,0,2
1321277,1,3,0,0
465560,4,1,0,0
2497564,3,1,1,2
2045712,0,1,0,3
783624,3,0,0,1
1859762,3,2,1,0
1816213,1,1,1,2
1516496,2,2,1,3
1752291,2,2,1,0
583506,2,1,0,0
1222552,3,3,0,1
2135164,2,3,1,0
970447,0,1,1,2
957251,4,3,0,0
1152553,2,2,0,0
570159,1,1,0,2
934856,0,0,1,0
351934,0,0,1,3
760061,0,1,0,2
461158,2,0,0,3
2018156,2,0,1,1
13561,1,1,1,3
570211,3,1,0,1
1851288,0,3,0,2
165288,0,2,1,0
383831,2,1,0,1
2003182,2,1,1,2
1441696,3,1,1,2
2006219,2,3,0,0
2238561,1,3,1,1
967584,1,3,1,3
1282317,1,0,2,2
2124755,2,0,0,3
399933,3,0,1,0
902718,3,1,0,2
644453,4,2,1,2
1997388,1,0,1,3
2011304,3,2,0,1
2419433,0,1,0,2
1234095,4,3,1,2
3292,0,0,1,1
1372099,4,1,1,2
748500,0,3,0,3
1527912,1,0,1,1
537493,1,3,0,3
680554,4,0,1,3
2600762,2,0,0,3
2591126,3,1,0,3
1816136,0,1,0,3
358190,1,1,0,2
1707534,2,2,1,3
914221,2,0,1,1
712031,3,1,1,1
473486,0,1,1,0
1947951,0,1,1,2
2509145,2,1,0,3
256304,3,0,0,2
1425828,0,0,0,3
1392888,4,3,0,0
546753,0,1,1,3
964228,4,0,0,1
1054341,4,2,1,0
2091164,2,1,0,1
647236,4,1,1,0
1906808,4,2,0,3
2528342,3,2,1,1
2202978,0,0,1,2
1464805,2,0,0,0
1252247,4,1,0,3
738350,1,1,1,0
2527569,2,2,0,1
2075092,4,0,0,2
2473102,0,0,1,3
1623288,2,2,0,1
1561116,3,3,0,0
2485154,3,1,1,2
2078930,2,1,0,2
1742919,1,1,0,2
2120990,3,1,1,3
576528,2,3,0,3
595191,3,2,2,2
1777401,1,0,1,2
790011,3,0,1,0
2647078,1,2,0,3
1621166,3,0,0,2
2298300,4,2,0,0
1156035,3,2,0,2
985929,4,2,0,0
2344660,3,0,0,0
1032031,2,3,1,3
831296,4,0,0,2
1412565,2,0,1,1
1365393,4,0,0,3
401694,1,2,0,2
345916,0,0,1,2
2156094,2,1,1,2
1861186,3,2,0,0
2288122,3,0,0,1
1809079,2,1,1,2
1513947,3,3,1,1
2150617,1,2,0,0
2395854,1,3,0,2
834033,2,2,0,1
1620552,3,1,1,2
1587216,4,0,0,2
127659,3,0,0,0
358062,2,1,1,3
1899543,2,1,1,0
2537449,3,3,0,0
1061166,4,0,1,1
988502,3,2,0,0
1265259,2,0,1,0
868232,1,1,1,2
762318,3,2,1,1
58235,4,1,1,2
2606334,2,1,0,3
1796738,2,0,0,2
2612741,3,1,1,0
1125947,4,3,0,0
1491624,0,0,0,1
1079943,1,2,1,2
2400029,4,2,0,0
38514,2,2,1,2
2525563,2,2,0,0
2435631,0,2,0,3
2358855,2,2,1,2
1107050,3,1,0,3
1010629,0,1,1,1
1898310,2,3,1,1
2494919,3,0,0,0
75384,2,1,1,2
1210019,3,0,1,3
1102334,4,1,1,2
15218,3,0,0,2
671612,2,0,0,3
1872477,2,1,1,3
1628442,2,1,1,0
1382539,2,0,0,3
616242,0,0,0,3
440479,1,0,0,3
1880925,2,0,0,2
147093,1,2,0,1
568224,4,0,1,0
1326129,0,0,0,1
2101519,2,2,0,3
535749,2,0,0,0
2285723,2,3,0,0
2013981,3,3,0,2
589453,3,0,1,0
165194,2,0,1,2
626028,0,0,1,2
2425085,2,1,0,2
79721,4,0,1,3
1323761,0,0,1,1
1559820,2,1,0,2
2397617,1,0,1,1
2065319,1,2,0,1
1143026,4,0,0,1
667164,1,1,2,3
1644853,4,1,0,2
278603,2,1,1,0
1421149,3,3,1,1
1014836,2,1,0,3
1633954,3,0,1,2
186848,4,1,1,0
515441,1,1,1,2
1460449,2,1,1,3
65269,2,3,0,1
480288,4,0,0,1
330299,0,1,0,3
154411,4,0,0,1
1506282,3,1,0,2
2055615,1,1,0,3
2096868,0,2,1,2
1967569,0,0,1,0
2238045,2,3,1,0
342420,2,0,0,0
1464943,0,1,0,2
2061024,2,0,1,3
1923529,3,1,0,0
638721,0,2,0,1
999362,1,1,1,1
645994,3,3,0,1
85003,4,3,1,3
836810,0,0,0,0
889052,3,2,0,0
1100997,3,3,0,0
714322,1,2,0,0
905064,2,2,0,1
1012060,2,1,1,1
2117999,0,0,0,3
1920632,4,0,1,0
1279984,3,1,0,3
294809,1,1,0,1
2266549,1,3,1,1
2251830,1,0,0,0
2346329,2,1,0,2
1905656,0,1,0,2
2076274,0,0,0,0
345398,1,0,1,1
1806097,0,1,1,3
1181627,4,0,0,0
2122450,2,0,0,1
1814901,1,1,1,0
278400,1,2,1,3
408492,0,0,1,2
1461459,2,0,0,2
1316718,2,0,0,2
2620157,4,1,0,1
259417,0,0,1,2
1826063,3,1,1,1
163205,3,0,0,0
1404693,4,1,0,3
2396786,2,0,0,0
936322,0,2,1,0
1980305,3,1,1,0
1577862,1,1,0,2
550818,1,2,0,0
1352970,3,2,1,3
554567,4,1,1,1
188725,0,0,0,2
2351938,3,0,0,0
2198776,4,1,1,3
1981580,4,3,1,1
1268509,2,1,0,0
593603,3,0,0,1
403212,1,3,1,0
1376574,0,1,0,1
202969,4,3,0,0
1359119,4,1,1,0
541408,4,0,0,2
1739062,0,1,0,1
1003084,2,0,1,0
1584920,4,3,0,0
1001404,1,1,1,1
2181724,0,0,1,1
1325951,4,0,1,2
1833985,4,1,1,2
685695,4,0,0,1
2581937,3,0,1,1
461990,2,2,1,1
239569,4,3,1,3
1422520,1,0,1,1
344552,3,1,1,3
2146172,3,2,0,2
1959266,3,2,1,0
2137956,2,3,0,2
158998,0,1,1,3
1498730,2,1,1,2
804122,0,1,1,1
198309,0,0,1,0
1066008,1,2,1,1
899448,4,3,1,0
1123488,1,3,1,0
2063256,2,3,1,0
1900614,1,2,1,0
161223,4,2,1,3
917165,1,1,1,0
921398,1,2,0,0
506122,2,2,1,3
1672877,2,3,1,1
92910,0,1,1,2
263758,2,1,0,2
1192658,4,1,0,2
582405,2,0,0,3
1971273,3,0,1,2
542599,4,0,1,1
78487,2,0,0,0
793574,3,2,1,2
2246160,0,1,1,1
626772,1,3,0,0
2161918,3,1,1,3
1595080,1,3,1,0
1532801,1,1,1,2
2120516,3,0,1,2
1040462,4,0,1,2
381536,3,0,0,0
1841371,1,3,1,2
2186173,4,3,0,2
1146804,4,2,0,1
1773219,0,0,0,0
2117607,4,1,1,0
149188,2,1,0,0
916268,2,1,1,2
1300982,1,2,1,2
1947902,1,0,1,1
1065000,2,1,1,2
1941930,3,0,1,0
1496433,4,1,1,2
2639586,0,2,1,1
2266740,1,1,1,2
2504570,2,1,0,1
1449358,3,1,1,1
895232,0,0,0,1
1608960,3,3,0,3
1776108,1,3,0,2
176566,3,0,0,0
760755,2,3,0,2
529323,1,3,0,2
2091153,3,0,0,2
421885,1,1,1,3
2084501,2,0,1,3
54136,3,1,1,0
1079726,1,1,1,3
1729683,0,2,0,0
2128659,2,1,1,0
1683967,3,0,0,1
320464,2,0,1,1
957857,2,0,1,0
223533,2,0,1,0
1281636,3,0,1,3
921734,3,0,0,1
969170,0,0,1,3
2636749,1,0,0,1
648738,2,2,1,1
1435307,3,3,0,3
815477,3,2,0,2
2314726,3,1,0,2
592044,4,1,0,3
1114899,3,3,0,3
1466626,3,0,1,0
2031057,1,1,0,1
1013866,3,0,0,0
1135208,0,2,1,2
480567,4,1,1,3
1625264,1,0,1,2
544365,3,0,0,2
79451,0,0,1,2
127581,2,2,0,0
1382013,1,2,1,1
1686892,2,1,0,1
1720816,3,1,0,2
1986677,3,0,1,2
2626476,0,3,0,2
2347958,0,0,0,0
25412,0,1,1,3
1250817,1,0,0,3
2057625,2,2,0,2
1493965,3,1,1,3
939000,1,2,1,0
2315439,4,2,1,2
778383,3,2,1,0
2262912,4,2,1,3
781610,0,1,1,3
1046108,3,0,1,2
1339768,2,0,0,3
2060545,1,0,1,0
1731996,4,2,0,1
2634320,3,0,0,3
1744594,2,2,0,0
1145558,3,1,1,3
214699,4,0,0,0
2416541,1,1,0,0
2337151,1,3,0,2
2194583,2,3,1,2
2265271,0,3,1,1
2325791,3,1,0,0
1560049,3,1,1,1
2189598,3,1,0,3
1541676,2,1,0,2
283883,2,1,1,1
1061809,2,0,0,3
693622,3,1,0,3
735103,3,0,1,0
2118345,1,2,1,0
1883251,2,2,0,1
230186,3,1,0,2
988895,1,2,1,1
734603,1,0,0,2
1282074,1,2,1,2
60746,3,1,0,1
1579759,1,0,1,1
1457830,1,0,0,3
1023010,4,0,1,3
2292147,2,0,0,2
652154,2,1,0,2
1689644,0,2,1,1
1380299,4,1,1,1
106118,2,3,0,1
1275826,2,1,1,3
1357049,4,0,1,1
187299,0,2,1,2
72856,0,1,0,1
1201695,1,1,0,2
664946,2,0,1,1
2631060,2,0,0,3
673597,2,0,1,0
117624,2,2,1,1
267949,1,2,1,0
814780,3,0,1,0
133080,1,0,1,2
2179700,3,0,0,0
674695,4,0,1,2
1650688,3,1,0,1
2379360,1,1,0,0
439914,0,2,0,3
1316775,2,1,1,1
2500072,2,0,0,1
1619392,3,1,1,1
1566773,4,1,1,2
1501337,4,0,0,2
1931853,4,0,1,3
99309,0,2,1,2
2155211,4,0,1,0
751385,4,2,0,1
388469,0,1,0,0
1954543,2,0,0,0
111033,2,1,0,3
793022,3,2,0,3
2555099,2,0,0,1
589672,0,1,0,2
2272333,4,0,0,2
779613,3,0,0,2
1022668,1,0,1,2
355089,4,2,1,2
500449,1,1,0,1
846822,0,0,0,0
968166,1,3,1,2
1558352,1,1,0,0
1390025,1,1,0,1
1948130,3,1,1,2
2489743,2,1,1,0
755562,4,2,1,2
967637,2,2,0,2
1814962,1,1,1,2
972700,2,0,0,2
497819,3,1,1,2
2087420,4,3,1,1
2042734,4,3,1,0
254718,3,0,1,2
423829,0,2,0,2
2235567,2,0,0,3
2468078,2,1,0,0
78516,4,0,1,2
2109179,2,2,0,0
31630,0,0,0,3
79185,4,2,1,3
623616,4,0,1,2
591981,3,2,0,0
2139425,2,0,0,3
927462,0,3,1,1
1412245,3,2,0,2
1853073,0,2,1,1
94462,0,1,0,1
1009333,1,3,1,3
2581605,4,2,0,2
1065438,3,0,1,1
2274873,1,0,1,2
2365581,2,1,0,2
86774,3,2,1,2
1014299,1,2,1,0
2122322,3,3,1,1
2211466,2,2,0,2
1818981,2,1,1,1
2543428,0,3,0,0
668211,1,3,0,2
1951741,0,1,0,2
291503,1,1,1,1
931588,0,0,0,2
2344963,1,3,1,2
1437617,3,0,1,0
271999,3,3,0,1
2045407,2,3,1,0
1878071,1,2,0,0
46716,0,0,1,2
1462570,1,2,0,2
2342053,3,0,0,0
1870442,0,1,0,3
2632173,1,1,1,0
1257292,3,0,0,0
1997342,1,0,1,0
1758574,2,2,0,3
2064981,1,1,1,1
1601133,1,1,1,3
96616,3,0,1,2
2537913,2,1,0,0
75549,3,0,0,0
2357532,1,0,1,2
2358975,1,1,0,1
2621672,2,0,0,0
1150155,2,1,1,0
1657597,4,0,1,3
1073293,0,0,0,3
1375036,3,0,1,3
1546339,3,0,0,0
2583965,2,1,1,1
315743,3,0,1,3
1838815,3,3,1,1
1390026,4,1,0,1
1579179,3,2,0,3
1141628,3,0,1,1
2216088,2,1,0,3
988871,2,2,1,1
1404324,3,1,0,1
1709984,1,1,1,1
977820,2,0,0,0
1336621,0,1,0,1
2487812,0,2,1,1
861168,0,0,0,1
636984,0,1,0,1
341814,0,0,0,0
221926,2,2,0,1
1887661,2,0,0,0
800306,3,0,1,2
1060311,4,2,1,1
1814753,0,3,0,0
189417,1,0,1,0
2148241,0,0,0,2
720103,1,1,0,2
1849830,3,3,1,2
2621200,1,2,1,0
901555,3,2,1,2
1881328,1,1,1,0
1250684,2,0,1,1
689594,0,0,1,3
699207,0,1,0,1
1433685,0,1,0,1
1675553,2,1,0,0
769583,3,1,1,0
358332,2,0,1,3
693770,3,1,0,1
170791,3,2,1,2
519528,0,0,0,1
847232,0,3,0,1
1091873,1,3,1,3
2483928,1,3,1,0
1830936,1,0,1,0
187005,0,2,0,3
235979,2,0,1,2
1380093,3,0,0,3
895672,2,0,0,1
2028610,0,1,1,2
540639,3,0,0,2
1681954,3,1,0,2
898283,2,0,0,1
1366350,1,0,0,0
637687,2,1,1,2
829060,2,3,0,1
99865,1,0,0,1
1048594,2,1,1,3
935076,4,1,1,1
585785,3,0,1,3
1500810,0,1,1,3
487746,0,0,1,1
638183,3,1,1,0
2084122,3,1,0,3
2483976,4,0,1,0
879728,2,3,1,1
2044169,2,1,0,1
1287939,2,0,1,3
1799805,0,3,1,3
1674637,1,3,1,2
237970,2,0,1,1
767492,4,1,0,2
235714,0,3,0,0
940338,3,2,0,2
2031645,1,1,0,1
314335,2,0,0,2
1329144,2,1,1,2
1481413,4,0,1,2
1358685,1,0,0,0
250252,3,2,0,3
619497,0,3,1,0
1929302,2,3,1,3
2525578,1,1,1,2
652840,1,2,1,3
2288005,2,0,1,0
2555151,0,0,1,1
653906,0,1,0,2
613286,1,1,1,0
1503393,4,2,1,2
2119370,2,3,0,3
1290262,0,1,0,3
867268,0,2,1,1
2308589,1,0,0,0
2584918,2,2,0,3
2055350,3,0,0,1
254671,0,0,0,0
345597,3,2,0,2
1992507,2,0,1,1
997640,2,1,1,1
904167,3,1,0,0
113683,3,1,0,3
2528920,3,2,1,0
585493,4,1,0,1
1392847,1,1,0,1
1889541,1,1,0,1
1692512,0,3,2,3
729968,1,2,0,2
1405323,1,2,0,0
1325918,4,0,1,2
1547018,1,1,0,0
308809,1,1,0,1
29892,3,0,0,3
1785867,3,2,0,3
2198070,3,0,1,1
891523,0,1,1,2
1448908,2,3,0,2
1737991,3,0,0,2
1431160,0,2,1,1
1068607,0,0,0,1
580401,4,2,1,3
442012,1,0,0,1
1469659,2,2,0,2
1167883,1,1,1,1
1380915,3,1,1,0
965104,1,1,0,0
2304924,3,1,1,3
1444228,2,1,0,0
227507,3,0,0,0
2452478,0,2,0,2
1869803,4,0,0,0
2319406,3,1,0,3
339547,2,2,0,1
1735312,2,0,0,1
471694,2,0,0,2
2279052,3,0,1,0
2355382,2,3,0,1
1230953,2,0,0,1
1592339,4,0,1,2
119280,4,2,0,0
1229791,3,0,0,2
67221,0,2,0,3
1811333,4,1,0,3
786995,3,1,0,3
1573422,0,0,0,0
235562,3,3,0,2
2020775,3,0,1,1
695709,2,1,1,1
1207796,1,0,0,0
2592526,4,0,0,1
894835,2,1,0,0
76549,3,0,1,2
40774,3,2,0,3
1613538,1,2,1,1
591638,1,1,0,2
1179680,3,1,1,1
1203039,1,1,0,3
2433573,0,0,1,0
2130422,4,0,0,2
394774,4,0,1,1
724101,0,0,1,1
525057,3,0,1,0
672314,3,1,1,0
216750,0,0,1,2
2643987,3,0,0,2
782435,0,0,0,0
2612939,2,2,1,2
2514357,1,1,1,0
739860,2,1,1,2
286665,3,2,1,2
1835454,2,0,0,0
2334437,0,3,1,0
2379388,0,1,1,2
1997423,2,1,1,0
1101978,0,2,1,1
2055844,3,1,1,2
1580547,0,0,0,0
1735039,2,0,1,3
2533424,2,0,0,2
155620,3,2,0,0
2050050,2,2,0,2
242888,4,1,1,3
772267,4,1,1,3
132677,3,2,1,1
565639,3,3,0,3
250854,4,1,0,1
1297229,4,1,0,3
2570198,1,0,1,2
1048044,2,1,0,1
438167,2,0,0,1
645992,3,0,0,2
2337434,1,0,0,3
299476,1,1,0,2
1865204,0,0,1,0
2295560,2,0,0,2
697882,0,0,1,0
1465798,4,0,0,2
820252,2,1,1,1
1968479,1,1,1,3
1453974,4,0,0,0
1917077,4,1,0,0
1643995,4,1,1,1
2544966,1,1,0,3
1513174,2,3,1,0
1635187,0,1,0,3
1871525,3,1,0,0
2331527,0,0,1,0
1060057,2,2,1,2
1788268,2,0,1,0
1563626,1,0,0,0
2047805,4,2,1,3
827505,4,0,0,1
1239023,4,1,0,1
1586613,2,3,0,2
1212887,0,0,1,3
2361377,1,0,1,3
389538,2,1,0,1
450537,4,1,1,1
1424050,3,2,0,1
745235,1,2,0,2
1033562,0,1,1,0
1502260,2,1,1,0
1891920,1,3,0,0
52266,0,3,0,0
2324320,0,1,0,3
2583613,3,1,1,2
2147894,2,1,0,1
1622561,2,2,1,3
1745749,0,2,1,0
2021088,2,0,1,1
1417241,3,0,1,2
353874,1,1,1,0
945083,2,1,0,3
145941,2,0,1,2
905587,3,2,0,3
834612,2,1,0,1
549743,0,0,0,1
2429320,1,1,1,3
2121132,0,3,1,1
2030444,1,0,1,0
2170924,4,2,0,1
918708,4,0,0,3
696709,4,0,1,3
259665,1,1,1,1
2302029,0,0,1,0
2193701,3,1,0,0
989539,3,0,0,3
620310,1,0,1,2
156406,3,1,0,1
1887050,1,1,1,2
562049,4,1,1,1
2625738,2,0,0,2
1390954,2,1,0,2
739277,1,1,1,3
1826944,2,0,0,3
2164063,4,1,0,0
2303843,0,3,1,3
1748702,1,0,1,1
2299624,1,2,1,1
2429768,3,0,1,0
539062,2,0,0,0
36212,0,1,0,1
91613,0,3,0,0
2282317,2,0,1,1
1821640,4,1,1,0
1914939,2,1,0,2
2444455,0,1,0,1
2237381,2,0,0,3
2270634,1,2,1,2
1688256,3,1,0,1
2416942,1,1,0,2
846622,0,2,0,2
104457,1,1,1,3
494826,1,0,1,2
904558,2,2,0,2
2145194,2,1,1,0
1541104,0,1,1,0
2247628,1,0,0,1
209610,4,1,1,0
780579,2,1,0,0
2601606,4,0,0,0
796854,0,0,0,0
1070584,0,1,1,0
821629,3,0,1,2
2615444,1,1,1,0
556369,3,2,1,0
492341,3,2,1,2
1114349,3,1,0,3
715245,1,0,1,3
384710,1,0,1,3
1778729,0,3,1,0
1703742,2,1,0,3
2068582,1,0,1,3
2010750,4,1,1,0
2156835,3,0,0,3
861329,2,1,0,2
544818,3,3,1,1
1307150,3,1,0,1
1589111,2,0,0,3
2095697,3,0,0,2
2097186,3,0,1,3
1372143,3,0,0,0
1530021,2,2,1,1
1628290,1,0,1,2
965531,0,1,1,3
1326128,2,0,1,2
2384817,2,3,1,1
986470,1,3,1,2
200677,2,1,0,2
1733777,3,0,1,0
2092470,1,1,1,3
1253401,3,3,0,0
1378520,2,2,0,3
911516,0,1,0,3
225047,0,1,1,2
2337351,2,2,1,0
281340,4,2,1,3
2576911,2,1,1,3
732422,2,0,0,0
2439733,4,2,0,2
1462537,1,1,0,1
2100269,3,1,0,1
688132,2,2,0,2
982790,4,1,0,2
1201509,2,2,0,1
508227,0,0,1,3
1651852,2,2,1,0
1705492,1,3,1,2
612143,1,1,1,0
2257370,1,1,0,0
73989,4,2,0,1
2637612,4,0,0,1
792808,2,2,0,0
3522,3,1,1,0
1649533,1,3,0,2
2227161,2,0,0,1
2338727,1,1,0,3
1819279,4,1,1,3
113283,2,1,1,3
1625190,3,0,1,1
178534,3,0,1,2
240816,3,1,0,0
2581506,4,3,0,3
224128,1,1,1,2
2128766,2,0,0,0
1710007,1,2,0,3
712782,3,2,1,2
748090,4,1,0,1
2069638,4,1,1,2
401748,3,1,1,1
2084509,2,2,1,0
1708403,1,0,0,1
2347551,3,3,0,0
2077435,3,0,1,0
1936110,3,1,1,2
105916,1,0,0,1
387660,4,1,0,0
1892119,1,1,1,2
534141,0,2,1,3
464078,1,1,1,3
165146,2,1,0,1
531780,0,1,0,1
1472281,2,0,1,3
581649,2,1,1,3
1068610,2,1,1,2
153531,0,2,1,2
1102855,1,0,1,1
2430483,3,3,0,2
70911,2,3,0,2
673918,1,1,0,2
816856,2,3,1,2
1496849,0,0,0,0
2557243,3,0,1,3
1225237,1,0,0,1
330058,0,1,0,1
2615679,1,1,0,0
32579,2,1,0,1
820559,2,3,1,2
889014,4,3,1,1
1913529,0,0,0,0
1041943,2,1,1,2
496770,0,1,1,1
39117,2,2,1,2
1076473,3,0,0,3
771921,2,3,1,3
2274538,3,1,1,0
138490,2,0,1,0
394181,0,0,1,1
2065585,3,1,1,0
355350,2,2,2,0
2523024,1,0,0,1
2072838,2,2,1,1
1807535,3,3,1,3
42147,2,0,1,1
345548,0,0,1,3
1893106,0,1,0,2
1636021,3,0,1,2
1418115,3,0,1,2
1250231,1,1,1,0
1120721,3,2,1,0
2486584,3,2,0,2
1871013,4,0,0,3
1681810,0,0,0,3
1646435,1,1,0,0
1731876,0,0,1,0
979353,4,1,0,1
1757328,2,1,1,3
1713651,4,0,0,1
2102040,2,3,0,3
957960,2,2,0,2
932168,3,1,1,3
1769901,3,0,0,3
353739,3,0,0,1
152946,0,0,1,3
2156554,1,2,0,0
1251028,1,1,0,3
1558023,0,3,0,0
1187217,3,2,0,2
757375,4,2,1,2
503445,3,0,1,1
2160527,4,0,0,1
2570044,4,3,1,3
2597080,4,3,1,3
2217698,2,3,1,3
243773,4,2,1,0
2595527,3,0,1,1
2517159,2,0,0,0
860642,3,0,1,1
1228188,4,0,1,1
2551557,4,3,0,3
1775595,0,2,0,0
802452,2,1,1,0
592134,1,2,1,2
280287,0,2,0,2
2019679,1,1,1,0
155279,3,1,0,3
1448369,0,2,1,2
1267292,0,0,1,2
2068865,4,0,0,3
901402,2,1,1,2
1811844,4,1,0,1
1581917,3,0,0,0
1938298,3,2,0,1
1051988,2,0,1,0
2437738,2,2,1,0
1589270,1,0,0,3
2647026,1,1,0,2
2107192,3,0,1,2
62361,2,0,0,3
1406633,3,1,1,3
56769,4,0,1,2
2173344,3,1,1,0
2208132,1,1,1,0
482082,0,2,0,1
1111021,2,0,1,1
562544,1,0,0,2
22696,0,1,0,0
259861,2,3,1,1
1055250,2,0,0,2
1779247,1,0,1,2
1785406,0,0,0,3
2451907,1,1,1,0
1794722,3,0,1,1
2325330,1,0,1,2
141309,2,0,1,0
1467058,4,1,1,0
1913519,4,0,0,0
1498250,3,1,1,3
369625,2,1,0,0
1342808,4,0,0,2
2632574,4,3,0,0
755557,4,0,0,0
1573912,3,1,0,2
2058571,2,3,0,2
1358799,0,2,0,2
107342,3,2,0,3
2010666,2,1,0,2
1615638,4,0,1,1
479920,3,0,1,0
1109293,2,3,1,1
382673,2,0,1,3
2409427,4,0,1,1
2545927,1,1,1,1
530137,1,2,0,3
1724345,3,2,0,1
2217238,3,0,1,2
811823,3,1,0,3
1389091,3,3,0,2
1265740,3,0,1,2
1974577,2,1,0,2
2232489,1,0,1,0
951049,0,0,1,2
457058,0,1,1,3
336680,1,3,0,1
1701245,0,0,0,2
17510,1,0,1,0
2385239,4,0,0,0
1087141,2,2,0,1
1431924,4,1,1,2
811073,2,1,1,1
2532276,2,3,2,1
433636,0,0,0,3
1492069,2,2,0,3
1179916,0,2,0,3
1856309,0,0,0,2
2487480,2,3,0,2
2636296,1,0,0,0
2208723,3,1,1,0
692144,4,1,0,0
446706,0,2,0,3
965447,3,1,1,3
1796166,3,3,1,2
1784256,3,0,1,1
1213124,2,0,1,0
189397,2,2,0,0
1721709,2,1,1,2
1257703,0,1,0,2
1756027,1,0,1,0
1290092,2,3,1,1
2377499,3,0,1,0
381608,2,0,1,3
315512,1,3,1,3
1797234,3,0,1,0
1732375,0,1,0,1
1808582,3,0,0,1
225648,2,3,0,1
2115651,2,2,0,1
879221,4,0,1,3
2634195,1,0,0,2
553636,4,0,0,1
634216,2,2,0,2
1586693,2,0,1,1
1542686,2,1,1,0
1770324,1,1,1,1
374348,2,0,1,2
1291962,2,1,1,1
1432530,0,1,1,0
2276431,0,0,0,0
1929283,1,0,1,3
823596,3,0,0,2
2155818,1,0,1,0
547684,2,0,0,2
1605264,3,0,1,2
1706491,3,1,1,1
